,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
346,2.01,4,3,3,62.7,59.0,8.08,8.03,5.05,15850.335782480171
347,0.51,3,1,3,63.3,56.0,5.12,5.02,3.21,860.1088106726637
348,0.53,3,6,4,63.5,59.0,5.17,5.13,3.27,1743.7259193656982
349,1.01,3,4,4,63.0,56.0,6.35,6.41,4.02,5247.525380549369
350,0.31,4,6,7,62.0,59.0,4.34,4.3,2.68,854.2228946853984
351,0.36,5,4,7,60.0,56.0,4.66,4.69,2.81,1033.5735681902493
352,0.31,4,3,5,61.4,61.0,4.36,4.33,2.67,599.8830899342988
353,0.77,4,4,6,60.8,59.0,5.96,5.92,3.61,3931.7429769396244
354,1.5,4,3,3,61.0,60.0,7.33,7.27,4.45,9135.597190563152
355,0.45,3,6,2,63.2,54.0,4.94,4.82,3.09,918.7683393721647
356,0.57,5,5,2,62.2,53.0,5.34,5.4,3.34,1431.4953312158111
357,1.01,2,2,2,61.8,62.0,6.28,6.35,3.9,2987.1242956418137
358,0.71,1,4,2,65.6,61.0,5.46,5.37,3.55,1744.3878452589836
359,0.72,5,3,2,61.8,55.0,5.79,5.76,3.57,1929.1435887630628
360,0.55,5,3,8,61.9,56.0,5.26,5.34,3.26,2259.9834047509485
361,1.01,2,5,3,63.5,59.0,6.3,6.39,4.03,4677.113960124763
362,0.32,4,3,5,61.6,59.0,4.37,4.39,2.7,636.8335957976143
363,0.94,4,6,2,62.4,58.0,6.33,6.26,3.93,3779.8089523583635
364,1.13,5,5,5,60.9,57.0,6.73,6.76,4.11,8059.925537072801
365,0.6,2,6,5,58.1,63.0,5.53,5.63,3.24,2358.1498748502568
366,1.01,5,7,3,61.2,57.0,6.44,6.47,3.95,5604.3909210328375
367,0.52,3,2,6,61.9,56.0,5.16,5.18,3.2,1507.5821155019537
368,0.3,5,3,8,62.2,54.0,4.34,4.37,2.71,721.934614450481
369,0.42,4,4,3,61.7,58.0,4.8,4.76,2.95,900.5280633295969
370,0.33,5,4,8,61.7,55.0,4.45,4.47,2.75,935.4701459397635
371,0.33,4,3,8,61.7,59.0,4.45,4.43,2.74,845.5797858891143
372,0.52,4,4,6,61.2,59.0,5.14,5.16,3.15,1877.615902369612
373,1.07,5,4,8,61.5,57.0,6.59,6.54,4.04,8567.416583863482
374,0.43,4,4,7,60.9,58.0,4.88,4.91,2.98,1413.6725592520245
375,0.51,5,6,5,60.9,56.0,5.16,5.22,3.16,1895.6937235230582
376,0.3,4,3,6,61.0,61.0,4.32,4.3,2.63,615.5443300546902
377,0.31,5,6,5,61.8,56.0,4.33,4.34,2.68,742.523521781555
378,0.4,5,2,5,61.2,56.0,4.76,4.82,2.93,885.084856454475
379,0.7,4,7,3,58.8,59.0,5.86,5.84,3.44,2750.9537205930774
380,1.2,5,1,2,62.5,57.0,6.8,6.74,4.23,3723.088497786468
381,0.33,4,3,5,61.5,58.0,4.39,4.46,2.72,674.8176538263341
382,0.74,2,3,4,57.5,57.0,5.94,6.01,3.44,2595.179120491319
383,0.42,5,5,7,62.0,55.0,4.8,4.84,2.99,1469.6770726332281
384,0.41,5,4,5,61.6,57.0,4.77,4.74,2.93,1123.4266642594791
385,0.39,5,5,5,62.3,57.0,4.65,4.69,2.91,1087.6590518829405
386,1.5,3,3,3,62.9,57.0,7.24,7.28,4.57,8887.529366815746
387,0.33,5,6,4,61.5,55.0,4.47,4.5,2.76,750.4429894236674
388,1.0,5,4,2,62.8,57.0,6.37,6.31,3.98,3877.642564011297
389,1.23,4,4,4,61.6,58.0,6.91,6.85,4.24,7816.9949889752415
390,0.71,5,4,6,61.5,57.0,5.73,5.75,3.53,3447.676192537476
391,0.5,4,4,3,62.2,60.0,5.07,5.03,3.14,1250.424361755693
392,0.36,5,6,6,61.9,55.0,4.57,4.61,2.84,1073.9357161630815
393,0.34,5,5,7,61.7,55.0,4.51,4.5,2.78,987.2903304794233
394,0.72,5,6,2,62.3,54.0,5.75,5.78,3.59,2337.4075286229904
395,1.24,5,3,2,59.5,61.0,6.98,7.03,4.17,5368.489684411536
396,0.43,4,5,7,60.3,58.0,4.88,4.91,2.95,1503.7925748473858
397,0.9,4,2,4,61.8,59.0,6.15,6.21,3.82,3583.0804423214413
398,1.11,4,7,1,61.9,58.0,6.63,6.66,4.11,3867.6993603390883
399,0.52,3,6,4,62.3,57.0,5.1,5.17,3.2,1682.30002936179
400,1.05,3,6,3,62.2,56.0,6.49,6.56,4.06,5501.9343446074545
401,0.4,5,7,6,61.3,56.0,4.78,4.75,2.92,1366.681197502863
402,0.31,5,5,4,62.3,57.0,4.34,4.3,2.69,634.262070569314
403,0.43,5,5,8,62.0,56.0,4.87,4.84,3.01,1637.9291106187607
404,0.54,5,6,5,62.0,56.0,5.26,5.23,3.25,2111.075624545996
405,0.65,4,7,6,59.9,58.0,5.69,5.63,3.39,3337.100838020687
406,0.71,2,2,6,63.6,57.0,5.69,5.66,3.61,2606.6102269793128
407,0.31,2,5,4,63.9,56.0,4.29,4.32,2.75,581.0162118619003
408,0.51,3,6,4,61.3,60.0,5.11,5.16,3.15,1621.9080911215658
409,0.6,5,3,2,61.7,54.0,5.44,5.48,3.37,1368.6399074720193
410,0.52,5,4,3,62.6,56.0,5.16,5.13,3.22,1375.3080427812722
411,1.54,5,1,4,61.9,57.0,7.39,7.5,4.6,8305.307145721174
412,0.3,5,6,6,61.7,55.0,4.31,4.28,2.65,761.9086976012863
413,0.7,3,6,4,61.2,59.0,5.69,5.72,3.49,2944.0920117128894
414,0.9,5,6,4,62.1,57.0,6.15,6.18,3.83,4962.13311625549
415,1.01,3,7,3,62.9,59.0,6.39,6.43,4.03,5337.019822673249
416,1.56,5,5,3,61.2,57.0,7.52,7.48,4.59,11574.979624042851
417,0.31,5,5,3,62.3,56.0,4.32,4.35,2.7,552.4639222353557
418,0.39,5,4,3,61.4,55.0,4.7,4.74,2.9,800.1594248150615
419,1.03,4,7,2,62.5,54.0,6.5,6.42,4.04,4685.672442171325
420,0.7,5,6,4,61.4,57.0,5.76,5.8,3.55,3091.583522143341
421,1.05,4,2,1,61.8,56.0,6.53,6.48,4.02,2462.277563749273
422,0.53,5,5,4,61.3,55.0,5.22,5.25,3.21,1740.9194607972195
423,1.0,4,5,4,60.7,58.0,6.45,6.36,3.89,5631.364699307807
424,0.53,4,3,3,59.4,60.0,5.26,5.24,3.12,1288.544476011187
425,1.0,2,3,2,63.9,55.0,6.41,6.34,4.07,3280.0892058036716
426,2.02,5,3,2,62.7,57.0,8.05,8.0,5.03,13454.090412355272
427,1.08,3,4,2,63.2,57.0,6.54,6.5,4.12,4268.403041330794
428,0.77,5,5,3,61.5,56.0,5.89,5.95,3.64,3063.496974198456
429,0.33,4,3,4,60.4,60.0,4.52,4.48,2.72,606.2812101021104
430,0.41,5,5,4,60.0,56.0,4.82,4.88,2.91,1073.671706819475
431,0.3,5,5,4,62.1,55.0,4.26,4.31,2.66,596.2908130252473
432,1.01,2,6,2,61.4,64.0,6.29,6.42,3.9,4049.4070525466386
433,0.74,4,6,4,62.7,58.0,5.77,5.72,3.6,3360.036552956256
434,0.55,3,6,3,64.2,55.0,5.18,5.2,3.33,1628.5467398886472
435,0.51,5,6,5,62.0,57.0,5.11,5.15,3.18,1895.6937235230582
436,1.0,3,4,6,62.3,58.0,6.39,6.45,4.0,6256.541324806158
437,0.55,3,6,6,60.8,55.0,5.26,5.33,3.22,2271.3324785268073
438,2.0,5,3,4,62.4,55.0,8.03,7.94,4.99,18416.15366606053
439,0.32,5,6,4,60.2,57.0,4.51,4.46,2.7,708.2021412539627
440,0.31,4,7,3,62.1,58.0,4.33,4.3,2.68,593.6086071347739
441,0.34,4,5,4,60.7,60.0,4.5,4.46,2.72,738.7953316310768
442,0.32,5,4,5,61.9,55.0,4.43,4.39,2.73,704.5329450179894
443,0.7,3,2,2,58.8,60.0,5.8,5.83,3.42,1557.1582626746895
444,0.31,4,6,5,61.9,58.0,4.31,4.32,2.67,726.8361250419432
445,0.73,4,5,2,59.5,62.0,5.89,5.84,3.49,2232.59372092433
446,1.3,4,5,5,62.5,58.0,6.97,6.94,4.35,10271.841617987233
447,0.32,5,4,8,62.9,55.0,4.41,4.37,2.76,882.814510589928
448,2.01,5,3,4,63.0,55.0,8.03,7.97,5.04,18589.897580599612
449,0.5,5,3,3,61.9,56.0,5.08,5.13,3.16,1179.5857283436558
450,0.52,3,4,3,63.3,57.0,5.11,5.08,3.22,1309.6956279511107
451,0.73,5,4,3,62.1,54.0,5.81,5.76,3.59,2604.7135382129163
452,1.0,4,3,4,59.7,59.0,6.57,6.52,3.91,4888.469586578216
453,0.53,5,4,5,61.5,57.0,5.26,5.21,3.22,1821.5953071739787
454,0.34,5,6,3,62.9,56.0,4.48,4.45,2.81,691.4522329393151
455,0.54,5,3,3,61.0,56.0,5.24,5.28,3.21,1363.5050828027836
456,0.73,4,7,4,60.9,59.0,5.82,5.77,3.53,3417.9063668069903
457,0.5,5,1,4,62.5,53.0,5.09,5.12,3.19,998.9786054947905
458,0.33,3,4,3,63.2,57.0,4.44,4.39,2.79,556.3588811249957
459,2.09,2,2,3,57.9,63.0,8.37,8.46,4.87,14268.417336934737
460,0.55,5,6,5,61.9,55.0,5.3,5.24,3.25,2185.279430780126
461,1.01,5,6,4,61.3,57.0,6.49,6.46,3.97,6165.274375882609
462,1.26,5,4,7,62.1,57.0,7.01,6.91,4.32,10931.102214834376
463,0.5,3,6,3,63.3,59.0,5.03,4.99,3.17,1361.036552728782
464,0.4,4,5,4,62.1,58.0,4.71,4.76,2.94,1003.2469879535099
465,0.61,5,6,4,61.4,56.0,5.47,5.51,3.37,2385.9138775560555
466,0.41,5,5,6,61.7,57.0,4.8,4.73,2.94,1304.3290704531223
467,0.5,5,4,4,61.6,55.0,5.11,5.14,3.16,1466.5469007299268
468,1.11,4,6,4,62.2,58.0,6.61,6.64,4.12,7208.9638096673825
469,1.22,5,5,4,62.6,56.0,6.8,6.78,4.25,8365.230576401897
470,0.33,5,5,5,61.2,56.0,4.46,4.49,2.74,794.1469706675506
471,1.51,2,3,3,62.2,61.0,7.25,7.32,4.53,8656.913509121914
472,0.71,4,5,3,60.4,58.0,5.8,5.83,3.51,2574.016834671775
473,0.23,5,5,6,60.3,57.0,3.99,4.03,2.42,439.259734503104
474,0.6,4,6,2,62.0,59.0,5.41,5.37,3.34,1623.2498533159385
475,0.55,2,2,6,61.0,61.0,5.32,5.36,3.26,1611.7277551921036
476,0.91,5,5,3,60.2,57.0,6.29,6.34,3.8,4195.747559928454
477,1.2,3,6,3,61.8,56.0,6.75,6.82,4.19,7074.527592551377
478,0.54,5,3,2,61.2,56.0,5.27,5.24,3.21,1122.3830417283557
479,1.09,2,5,3,61.0,64.0,6.58,6.63,4.03,5398.9003689948995
480,0.49,4,3,2,59.9,59.0,5.17,5.12,3.08,915.0005908547917
481,0.35,5,4,7,61.7,55.0,4.54,4.57,2.81,980.1836551523529
482,1.28,4,4,6,62.1,58.0,6.96,6.91,4.31,10236.123920713557
483,0.39,5,2,8,62.3,54.0,4.69,4.71,2.93,1057.4307673466635
484,1.02,2,3,2,63.7,58.0,6.28,6.24,3.99,3404.687746903678
485,1.01,2,6,2,63.7,58.0,6.32,6.36,4.04,4049.4070525466386
486,1.0,2,6,3,63.2,57.0,6.36,6.39,4.03,4828.0438355053975
487,1.19,4,3,5,62.4,59.0,6.79,6.73,4.22,7549.501811802963
488,1.54,4,3,4,62.1,62.0,7.38,7.31,4.56,11020.97779424544
489,0.57,5,4,6,61.7,56.0,5.3,5.33,3.28,2280.0636787711496
490,0.91,5,4,3,62.1,57.0,6.2,6.23,3.86,3944.3027517418395
491,2.31,4,2,2,58.8,58.0,8.7,8.64,5.1,15153.05609369313
492,0.6,3,4,3,63.5,59.9,5.28,5.3,3.36,1714.6555423692091
493,0.32,3,3,7,61.2,57.0,4.39,4.42,2.69,728.1230431148024
494,1.0,4,6,4,62.9,58.0,6.36,6.29,3.98,5923.014586197198
495,0.42,5,6,4,62.1,56.0,4.8,4.77,2.97,1181.6912986069497
496,0.23,5,4,8,62.8,55.0,3.93,3.96,2.48,474.075056229116
497,0.23,2,7,6,61.8,65.0,3.9,3.93,2.42,441.68320223556884
498,0.5,5,4,3,61.7,57.0,5.06,5.08,3.13,1277.4124301522736
499,1.02,2,3,2,58.6,64.0,6.32,6.26,3.68,3404.687746903678
500,0.7,4,7,5,61.2,60.0,5.69,5.71,3.49,3515.284099332154
501,1.23,3,4,2,60.8,59.0,6.88,6.97,4.21,5452.5977053432935
502,0.3,3,4,3,61.6,59.0,4.26,4.28,2.63,464.9696291174192
503,1.53,3,3,3,63.4,55.0,7.3,7.34,4.64,9225.13396340093
504,0.33,5,4,4,62.3,55.0,4.42,4.47,2.77,670.7326517963052
505,0.57,5,7,5,61.1,57.0,5.33,5.37,3.27,2439.229843339396
506,0.42,5,7,3,62.3,57.0,4.8,4.77,2.98,1074.1873891749076
507,0.41,5,4,3,62.2,56.0,4.77,4.75,2.96,879.1593153012092
508,2.01,3,2,4,63.8,59.0,7.89,7.85,5.02,15822.646881314926
509,0.31,5,4,6,61.8,54.0,4.36,4.38,2.7,724.3447185089061
510,1.0,1,2,3,67.9,62.0,6.19,6.03,4.15,3332.930708839067
511,0.31,5,6,3,61.1,55.0,4.36,4.41,2.68,581.0761768190836
512,0.76,2,1,5,62.6,61.9,5.7,5.75,3.58,2240.5097405385627
513,0.41,2,6,2,63.5,55.0,4.69,4.73,2.99,741.719475986077
514,1.12,4,4,3,59.8,58.0,6.79,6.76,4.05,5707.856027538574
515,1.08,3,5,2,63.3,59.0,6.48,6.44,4.09,4540.508873855082
516,0.71,5,2,6,60.7,57.0,5.76,5.8,3.51,2845.486865905231
517,0.7,5,6,3,61.9,55.0,5.74,5.77,3.56,2692.874819123924
518,0.9,4,1,6,62.5,61.0,6.15,6.08,3.82,3592.5460098213903
519,0.33,2,5,4,63.2,56.0,4.39,4.41,2.78,653.5940144047963
520,2.45,5,5,2,62.0,55.0,8.67,8.64,5.36,22289.17084692981
521,0.65,5,4,5,60.6,60.0,5.58,5.61,3.39,2675.042071329444
522,1.0,3,7,2,63.7,55.0,6.32,6.37,4.04,4311.687289295238
523,1.02,3,6,3,63.1,61.0,6.42,6.35,4.03,5209.712086486127
524,1.01,5,5,2,60.8,55.0,6.52,6.48,3.95,4202.839229502018
525,0.8,2,4,3,63.9,57.0,5.84,5.81,3.72,2834.9764778677663
526,0.42,5,6,4,62.0,55.0,4.82,4.8,2.98,1181.6912986069497
527,0.44,4,5,2,62.8,60.0,4.86,4.82,3.04,860.7119237310392
528,0.76,5,6,5,60.5,56.0,5.94,5.99,3.61,4017.310058118815
529,0.3,3,7,5,63.5,55.0,4.24,4.29,2.71,693.7624959536632
530,0.75,4,6,4,59.9,61.0,5.97,5.91,3.56,3446.032304790732
531,0.31,5,5,4,61.6,56.0,4.39,4.35,2.69,634.262070569314
532,1.47,4,2,2,61.6,59.0,7.29,7.32,4.5,6470.446679132933
533,1.12,4,2,5,59.6,58.0,6.82,6.77,4.05,6019.775165882119
534,0.3,5,4,5,62.3,56.0,4.32,4.29,2.68,623.9234905331829
535,0.23,3,3,8,63.9,55.0,3.89,3.9,2.49,416.88461875340647
536,0.71,3,3,3,63.1,56.0,5.62,5.69,3.57,2173.775816817987
537,1.01,4,4,2,61.1,58.0,6.39,6.37,3.9,3867.49675285613
538,0.26,2,6,8,59.6,61.0,4.13,4.16,2.47,612.0413290837733
539,1.23,4,4,6,59.6,59.0,6.98,6.95,4.15,9496.323450591899
540,0.75,3,6,3,63.4,57.0,5.77,5.75,3.65,2920.1061052814052
541,1.11,5,4,4,62.2,55.0,6.67,6.61,4.13,6582.309525150317
542,0.55,3,1,4,62.9,54.0,5.23,5.29,3.31,1138.3007468534606
543,0.91,4,4,5,62.2,58.0,6.22,6.12,3.85,4933.710660385418
544,1.02,3,3,2,63.5,58.0,6.34,6.38,4.04,3539.3879928265546
545,2.2,3,3,2,63.3,57.0,8.28,8.17,5.21,15045.938419871414
546,0.33,5,6,3,59.6,57.0,4.49,4.53,2.69,653.6614699013709
547,0.3,4,7,3,62.5,59.0,4.26,4.22,2.65,558.0711434462119
548,1.0,1,3,2,69.5,55.0,6.17,6.1,4.26,3069.5794309082153
549,1.0,1,4,2,68.3,54.0,6.21,6.12,4.2,3324.14917047855
550,0.64,5,7,7,61.8,54.0,5.54,5.56,3.43,3565.3108153054472
551,1.05,3,6,2,62.2,59.0,6.44,6.51,4.03,4528.973073130384
552,1.53,4,3,4,62.7,56.0,7.39,7.31,4.61,10886.62826203644
553,0.42,5,6,4,60.9,57.0,4.85,4.87,2.96,1181.6912986069497
554,0.59,3,4,3,59.3,58.0,5.45,5.51,3.25,1661.2482443279143
555,0.42,3,2,3,61.2,60.0,4.78,4.82,2.94,723.0552324732387
556,1.01,2,2,2,62.6,59.0,6.24,6.35,3.94,2987.1242956418137
557,0.34,5,6,5,62.1,56.0,4.48,4.5,2.79,883.5666778775411
558,0.3,4,6,4,60.7,59.0,4.3,4.33,2.62,613.9225063148085
559,0.31,5,3,7,62.2,56.0,4.34,4.37,2.71,720.2363463359904
560,0.74,5,4,4,61.3,55.0,5.82,5.89,3.59,3067.9583351102515
561,1.0,4,5,2,60.2,62.0,6.53,6.45,3.91,4037.6918433931955
562,0.91,3,3,3,62.7,56.0,6.14,6.18,3.86,3468.4785189652043
563,0.4,5,3,8,61.9,55.0,4.76,4.77,2.95,1240.8558230073043
564,0.6,3,7,4,63.1,54.0,5.41,5.33,3.39,2298.533262328822
565,0.82,5,6,2,62.6,55.0,5.94,5.98,3.73,2985.880856051553
566,1.0,4,6,5,61.4,58.0,6.44,6.42,3.95,6592.575755338986
567,0.3,3,4,7,63.4,56.0,4.31,4.27,2.72,698.2909840865676
568,0.72,4,6,3,59.5,59.0,5.87,5.83,3.48,2779.5621684604666
569,0.72,4,1,3,62.0,58.0,5.74,5.77,3.57,1692.2649782958085
570,1.0,5,2,3,59.8,57.0,6.44,6.5,3.87,3887.8862880976503
571,1.57,3,3,5,62.8,60.0,7.36,7.44,4.65,12375.183921746624
572,0.32,5,7,4,61.9,55.0,4.44,4.41,2.74,739.0912589437911
573,0.71,5,5,2,61.4,55.0,5.76,5.78,3.54,2164.5590073261565
574,0.31,3,3,5,61.4,61.0,4.33,4.36,2.67,583.5938764851124
575,0.7,5,3,2,62.1,55.0,5.69,5.72,3.54,1829.4924254481773
576,1.29,3,1,2,63.5,57.0,6.89,6.87,4.37,4062.6255599851856
577,0.32,5,5,4,62.3,56.0,4.4,4.37,2.73,673.3301902591303
578,0.32,4,4,5,62.8,59.0,4.37,4.33,2.73,689.648180427493
579,1.21,3,4,2,62.8,60.0,6.7,6.77,4.23,5286.875043352068
580,1.01,4,5,4,60.4,59.0,6.52,6.46,3.92,5737.854740133209
581,0.3,4,6,4,59.2,59.0,4.37,4.41,2.6,613.9225063148085
582,0.83,5,3,2,62.3,54.0,6.04,6.07,3.77,2521.2367513949544
583,0.34,5,4,4,62.1,55.0,4.46,4.49,2.78,709.5103675911038
584,0.89,3,2,4,63.1,55.0,6.09,6.17,3.87,3413.2241319870695
585,0.31,5,5,6,61.7,55.0,4.33,4.36,2.68,770.5208693446965
586,1.53,4,1,5,60.1,59.0,7.51,7.47,4.5,8938.560412457911
587,0.7,4,5,4,59.4,61.0,5.83,5.79,3.45,2877.253482252104
588,0.81,5,2,4,62.4,54.8,5.98,6.01,3.75,3001.802859389178
589,0.9,4,1,3,62.8,59.0,6.13,6.03,3.82,2575.8576287296046
590,1.24,3,1,2,63.3,60.0,6.83,6.75,4.29,3771.2417856361703
591,0.72,4,3,3,62.7,59.0,5.73,5.69,3.58,2294.0691647437366
592,0.35,4,3,2,62.0,58.0,4.47,4.5,2.78,485.62898870466205
593,1.07,5,1,4,61.6,56.0,6.59,6.55,4.04,4184.365685390377
594,1.19,3,3,3,60.8,59.0,6.84,6.87,4.17,5747.583041935215
595,1.0,3,7,2,63.5,59.0,6.35,6.32,4.02,4311.687289295238
596,0.43,4,5,3,61.3,60.0,4.86,4.83,2.97,1001.3273717273647
597,0.57,5,3,5,61.0,57.0,5.37,5.34,3.26,1929.0434497974002
598,0.8,5,2,5,61.9,54.1,5.92,5.98,3.69,3263.902757406717
599,0.36,4,5,3,60.2,58.0,4.6,4.63,2.78,716.6299307697341
600,0.9,4,5,2,60.5,57.0,6.23,6.2,3.76,3311.1973631691576
601,1.0,2,5,2,63.4,60.0,6.28,6.33,4.0,3778.560597954501
602,1.5,4,3,2,62.1,59.0,7.28,7.24,4.51,7520.059508448762
603,1.03,2,6,5,63.3,59.0,6.4,6.45,4.07,6522.545635105799
604,0.55,4,4,4,59.6,59.0,5.36,5.32,3.18,1717.7212305569735
605,0.96,5,5,1,60.7,55.0,6.41,6.37,3.88,2738.7239811670984
606,0.4,5,6,6,61.6,56.0,4.73,4.78,2.93,1309.5629785504832
607,1.07,5,4,3,60.2,57.0,6.7,6.59,4.0,5350.6258386513355
608,0.39,3,6,4,60.0,56.0,4.76,4.81,2.87,978.7685245686989
609,0.32,3,4,2,62.4,59.0,4.35,4.4,2.73,432.19415659084507
610,0.33,4,3,5,62.1,59.0,4.43,4.46,2.76,674.8176538263341
611,0.8,5,5,3,62.4,57.0,5.9,5.87,3.67,3292.0699795487935
612,1.18,3,3,3,60.1,59.0,6.83,6.88,4.11,5656.987350137532
613,1.1,5,4,5,62.0,58.0,6.59,6.64,4.1,7202.628626680597
614,2.11,5,1,5,61.8,56.2,8.2,8.23,5.07,16724.408375291783
615,1.07,3,4,2,62.9,59.0,6.51,6.58,4.12,4194.298281471343
616,0.31,5,5,8,61.2,57.0,4.35,4.38,2.67,884.6046634683927
617,0.32,5,7,2,59.5,57.0,4.47,4.5,2.67,529.9288728587169
618,0.9,4,5,2,62.3,57.0,6.18,6.15,3.84,3311.1973631691576
619,1.22,4,4,3,61.2,60.0,6.82,6.75,4.15,6705.023093960999
620,1.02,4,3,3,59.2,58.0,6.6,6.57,3.9,4419.770631007165
621,1.0,4,2,4,61.6,59.0,6.47,6.39,3.96,4369.227529927783
622,1.35,2,2,2,57.9,60.0,7.33,7.29,4.23,5158.199549308991
623,0.33,4,6,3,59.6,60.0,4.51,4.48,2.68,639.8514739740535
624,1.1,4,3,3,63.0,58.0,6.6,6.55,4.14,5094.9337062509885
625,0.23,3,5,6,59.6,57.0,3.98,4.0,2.38,418.3037806208595
626,1.2,5,6,2,62.5,55.0,6.77,6.84,4.25,6115.210130212034
627,1.01,5,5,5,62.5,54.0,6.46,6.43,4.03,6524.325015950411
628,1.2,3,3,2,62.1,59.0,6.75,6.8,4.21,4806.311289437353
629,0.31,4,5,4,59.0,59.0,4.44,4.47,2.63,620.8619284242741
630,0.36,5,6,5,61.4,56.0,4.59,4.63,2.83,983.9543451469738
631,1.21,3,1,5,59.3,57.0,6.98,7.04,4.16,5590.518476414201
632,0.31,2,7,2,63.6,54.0,4.34,4.31,2.75,457.2753022497393
633,2.02,5,3,3,62.0,56.0,8.06,8.13,5.02,16344.438555919029
634,0.31,5,3,2,61.3,55.0,4.35,4.38,2.67,394.77307171848054
635,0.71,5,2,3,62.0,54.0,5.72,5.75,3.55,2040.2157776000977
636,2.08,3,3,2,63.4,59.0,8.06,8.0,5.09,13538.099024438709
637,0.36,5,5,3,60.1,56.0,4.67,4.62,2.79,732.0970459173426
638,0.27,5,2,5,61.9,55.0,4.16,4.18,2.58,422.2924816423167
639,1.5,3,5,6,63.8,59.0,7.17,7.25,4.6,14279.147141175821
640,0.31,5,2,4,61.6,57.0,4.36,4.4,2.7,492.10723295209027
641,1.22,4,1,2,62.2,60.0,6.89,6.77,4.25,3759.6277276664705
642,2.01,5,1,3,62.1,56.0,8.08,8.03,5.0,11944.666752259394
643,0.9,5,5,4,60.5,54.0,6.22,6.17,3.75,4717.797138177943
644,1.21,4,6,2,61.9,60.0,6.78,6.73,4.18,6080.274628428992
645,0.9,3,7,2,60.3,63.0,6.22,6.12,3.72,3535.8933115426566
646,1.55,5,4,2,60.7,55.0,7.54,7.51,4.57,8849.265799156283
647,0.73,4,1,3,58.2,59.0,5.99,5.91,3.46,1736.7867079939335
648,0.31,5,4,8,61.8,54.0,4.36,4.38,2.7,831.5916433212548
649,0.2,4,6,4,61.1,59.0,3.81,3.78,2.32,286.1440446037488
650,0.71,5,3,3,62.7,55.0,5.66,5.7,3.56,2282.6764480768393
651,0.32,4,1,3,62.2,59.0,4.41,4.37,2.73,367.6297764474836
652,0.9,4,4,4,61.5,60.0,6.16,6.13,3.78,4341.366423073734
653,0.5,2,1,4,63.2,60.0,5.01,5.06,3.18,915.1150479086336
654,1.01,3,4,3,62.0,63.0,6.34,6.25,3.9,4570.773798858375
655,1.0,4,6,3,60.7,59.0,6.41,6.38,3.88,5159.147963570574
656,0.37,5,5,4,60.6,56.0,4.63,4.64,2.81,884.9857227536065
657,0.52,2,6,4,58.3,61.0,5.26,5.31,3.08,1618.2759019899509
658,1.51,2,2,3,63.9,63.0,7.2,7.17,4.59,7737.3959596903
659,2.09,4,3,2,61.0,60.0,8.28,8.19,5.02,14042.20062741228
660,0.7,2,5,3,63.8,60.0,5.63,5.6,3.58,2345.343867723376
661,0.71,4,7,7,59.2,59.0,5.88,5.84,3.47,4243.197140010463
662,0.35,5,5,4,61.4,54.0,4.58,4.54,2.8,797.0756367969849
663,0.35,4,6,4,60.9,59.0,4.54,4.56,2.77,820.6443265195132
664,0.51,3,4,3,62.7,59.0,5.07,5.13,3.2,1262.6796045924705
665,0.74,5,5,5,61.9,54.0,5.78,5.82,3.59,3632.4604317935987
666,1.04,4,1,2,62.0,59.0,6.49,6.47,4.02,2783.704542814706
667,0.34,4,3,5,61.4,59.0,4.53,4.5,2.77,713.8315397961157
668,0.34,5,4,8,61.3,56.0,4.52,4.55,2.78,989.5533866417353
669,0.5,3,7,3,61.0,61.0,5.08,5.11,3.11,1420.3998556735573
670,1.1,5,5,4,61.4,56.0,6.68,6.64,4.09,6883.634523925454
671,0.73,5,7,4,61.4,56.0,5.81,5.78,3.56,3491.675475616565
672,0.5,5,6,2,62.8,55.0,5.08,5.05,3.18,1176.4777797458944
673,0.77,5,7,3,62.3,56.0,5.84,5.87,3.65,3362.6946603410925
674,0.41,4,7,5,60.6,59.0,4.84,4.8,2.92,1284.0445820619277
675,1.01,4,6,4,62.5,58.0,6.44,6.4,4.01,6035.019774774511
676,0.72,5,5,2,62.4,55.0,5.72,5.76,3.58,2222.3133259300002
677,1.51,4,5,2,59.9,58.0,7.53,7.46,4.49,8771.925388824462
678,0.53,3,5,5,60.6,57.0,5.21,5.25,3.17,1845.276291543814
679,1.07,3,3,3,60.4,58.0,6.67,6.73,4.05,4705.1486542676585
680,0.72,5,7,4,62.6,58.0,5.7,5.73,3.58,3402.1679782345027
681,1.04,2,4,5,63.8,57.0,6.43,6.4,4.09,5936.752430553404
682,0.9,3,5,2,61.1,54.0,6.27,6.29,3.84,3221.2851760679127
683,0.5,5,1,4,61.6,56.0,5.08,5.14,3.15,998.9786054947905
684,0.4,3,1,8,62.7,60.0,4.64,4.7,2.93,871.672966656367
685,0.35,5,5,4,62.5,57.0,4.5,4.53,2.82,797.0756367969849
686,0.73,3,2,6,62.3,58.0,5.75,5.78,3.59,2855.2291007289086
687,1.02,3,7,3,63.3,60.0,6.33,6.38,4.02,5436.940162194364
688,0.97,5,3,4,62.9,56.0,6.35,6.31,3.98,4715.6507799716655
689,0.38,5,3,3,62.0,54.0,4.66,4.72,2.91,703.6165094857674
690,0.4,5,4,7,60.2,60.0,4.78,4.82,2.89,1260.3451585967505
691,1.5,4,5,5,62.2,60.0,7.3,7.27,4.53,13447.91093803513
